original node ID, percentage node was in agreeable majority
2704,307,6.0,90.0
2704,112,6.0,83.0
2704,299,9.0,91.0
2714,112,5.0,81.0
2714,303,7.0,86.0
2714,107,11.0,84.0
2714,389,10.0,49.0
2714,417,12.0,83.0
2714,338,7.0,45.0
2714,110,8.0,85.0
2714,415,10.0,80.0
2714,307,5.0,86.0
2714,299,8.0,85.0
2714,336,7.0,85.0
2714,300,2.0,86.0
2724,336,12.0,85.0
2724,338,7.0,49.0
2724,389,10.0,55.0
2724,307,5.0,84.0
2724,107,6.0,86.0
2724,300,9.0,86.0
2724,303,5.0,86.0
2724,110,4.0,81.0
2724,299,10.0,83.0
2724,415,6.0,78.0
2724,112,5.0,77.0
2724,417,8.0,81.0
2736,417,9.0,71.0
2736,300,9.0,72.0
2736,415,6.0,72.0
2736,336,11.0,69.0
2736,110,7.0,69.0
2736,338,7.0,43.0
2736,112,5.0,67.0
2736,307,7.0,70.0
2736,299,4.0,71.0
2736,303,8.0,72.0
2736,389,8.0,53.0
2736,107,12.0,70.0
2759,389,5.0,58.0
2759,417,10.0,78.0
2759,112,8.0,76.0
2759,307,8.0,83.0
2759,107,7.0,83.0
2759,336,6.0,82.0
2759,303,11.0,85.0
2759,299,6.0,82.0
2759,415,14.0,77.0
2759,338,5.0,50.0
2759,110,9.0,82.0
2759,300,6.0,85.0
2786,299,4.0,75.0
2786,338,12.0,57.0
2786,307,8.0,76.0
2786,336,5.0,77.0
2786,303,2.0,78.0
2786,300,6.0,78.0
2786,417,11.0,77.0
2786,389,8.0,59.0
2786,415,10.0,70.0
2786,110,10.0,77.0
2786,112,9.0,73.0
2786,107,8.0,78.0
2796,300,12.0,88.0
2796,299,6.0,89.0
2796,110,7.0,85.0
2796,336,10.0,87.0
2796,303,6.0,88.0
2796,389,6.0,47.0
2796,112,5.0,81.0
2796,107,9.0,86.0
2796,307,6.0,88.0
2796,417,7.0,83.0
2796,338,8.0,57.0
2796,415,10.0,80.0
2806,389,7.0,50.0
2806,417,7.0,84.0
2806,336,8.0,86.0
2806,300,11.0,89.0
2806,307,7.0,89.0
2806,415,8.0,87.0
2806,112,7.0,84.0
2806,303,7.0,89.0
2806,107,4.0,89.0
2806,338,8.0,46.0
2806,110,5.0,88.0
2806,299,12.0,90.0
2807,415,5.0,77.0
2807,389,14.0,60.0
2807,336,6.0,80.0
2807,417,6.0,78.0
2807,300,6.0,83.0
2807,307,11.0,81.0
2807,338,11.0,40.0
2807,299,6.0,80.0
2807,107,6.0,83.0
2807,112,8.0,78.0
2807,110,9.0,82.0
2807,303,7.0,83.0
2811,107,4.0,87.0
2811,338,11.0,46.0
2811,307,2.0,87.0
2811,299,8.0,86.0
2811,303,8.0,89.0
2811,112,10.0,84.0
2811,389,12.0,58.0
2811,300,4.0,89.0
2811,336,8.0,86.0
2811,415,6.0,83.0
2811,110,7.0,88.0
2811,417,12.0,86.0
2821,303,11.0,89.0
2821,110,10.0,84.0
2821,307,9.0,87.0
2821,107,7.0,87.0
2821,299,6.0,86.0
2821,300,7.0,89.0
2821,338,7.0,52.0
2821,389,8.0,56.0
2821,415,7.0,81.0
2821,112,5.0,78.0
2821,336,5.0,86.0
2821,417,11.0,86.0
2830,338,6.0,53.0
2830,107,5.0,78.0
2830,303,9.0,78.0
2830,112,12.0,75.0
2830,110,5.0,75.0
2830,389,9.0,47.0
2830,307,9.0,78.0
2830,299,7.0,77.0
2830,417,8.0,75.0
2830,336,8.0,77.0
2830,415,7.0,76.0
2830,300,8.0,78.0
2832,417,5.0,72.0
2832,336,10.0,78.0
2832,415,5.0,71.0
2832,338,13.0,58.0
2832,307,6.0,77.0
2832,110,6.0,76.0
2832,300,8.0,79.0
2832,389,9.0,58.0
2832,303,6.0,79.0
2832,112,5.0,72.0
2832,299,7.0,76.0
2832,107,9.0,77.0
2838,110,5.0,83.0
2838,417,7.0,83.0
2838,107,8.0,86.0
2838,336,2.0,85.0
2838,415,11.0,88.0
2838,389,11.0,59.0
2838,307,7.0,86.0
2838,299,11.0,85.0
2838,303,5.0,88.0
2838,112,7.0,77.0
2838,338,11.0,45.0
2838,300,8.0,88.0
2862,107,10.0,89.0
2862,110,5.0,84.0
2862,338,10.0,44.0
2862,389,6.0,58.0
2862,415,9.0,81.0
2862,303,11.0,89.0
2862,112,9.0,84.0
2862,307,9.0,87.0
2862,300,7.0,89.0
2862,336,8.0,86.0
2862,299,6.0,86.0
2862,417,4.0,88.0
2869,415,11.0,77.0
2869,110,6.0,80.0
2869,107,6.0,79.0
2869,389,5.0,52.0
2869,303,5.0,81.0
2869,299,8.0,78.0
2869,300,6.0,81.0
2869,338,7.0,54.0
2869,336,11.0,80.0
2869,307,8.0,79.0
2869,112,8.0,78.0
2869,417,13.0,74.0
2879,415,9.0,89.0
2879,417,8.0,84.0
2879,307,5.0,89.0
2879,110,8.0,90.0
2879,389,5.0,52.0
2879,112,10.0,84.0
2879,299,9.0,88.0
2879,303,6.0,91.0
2879,107,12.0,89.0
2879,300,11.0,91.0
2879,336,3.0,88.0
2879,338,6.0,40.0
2884,300,11.0,85.0
2884,303,8.0,85.0
2884,307,10.0,85.0
2884,338,10.0,44.0
2884,112,4.0,76.0
2884,417,7.0,84.0
2884,299,6.0,84.0
2884,389,6.0,50.0
2884,110,6.0,80.0
2884,415,5.0,83.0
2884,336,7.0,82.0
2884,107,11.0,85.0
2891,110,9.0,88.0
2891,112,5.0,88.0
2891,299,8.0,90.0
2891,307,6.0,91.0
2891,107,6.0,91.0
2891,336,8.0,90.0
2891,338,5.0,52.0
2891,389,9.0,46.0
2891,415,5.0,83.0
2891,300,11.0,91.0
2891,303,7.0,91.0
2891,417,8.0,86.0
2897,417,11.0,77.0
2897,307,11.0,78.0
2897,110,6.0,75.0
2897,389,7.0,47.0
2897,336,7.0,83.0
2897,112,7.0,71.0
2897,415,12.0,80.0
2897,300,6.0,80.0
2897,303,6.0,80.0
2897,107,7.0,78.0
2897,299,8.0,77.0
2897,338,5.0,51.0
2904,417,10.0,90.0
2904,300,6.0,95.0
2904,336,6.0,92.0
2904,389,5.0,58.0
2904,338,3.0,48.0
2904,307,3.0,93.0
2904,303,10.0,95.0
2904,107,7.0,93.0
2904,415,6.0,87.0
2904,112,9.0,86.0
2904,299,11.0,94.0
2904,110,15.0,92.0
2917,112,6.0,80.0
2917,336,11.0,90.0
2917,110,11.0,86.0
2917,389,10.0,52.0
2917,107,6.0,89.0
2917,300,8.0,91.0
2917,415,7.0,85.0
2917,307,7.0,89.0
2917,299,6.0,88.0
2917,338,5.0,48.0
2917,417,5.0,84.0
2917,303,9.0,91.0
2930,112,9.0,77.0
2930,110,6.0,79.0
2930,107,9.0,82.0
2930,338,8.0,45.0
2930,303,8.0,82.0
2930,299,5.0,79.0
2930,415,10.0,74.0
2930,307,8.0,80.0
2930,389,5.0,57.0
2930,336,11.0,79.0
2930,300,8.0,82.0
2930,417,5.0,79.0
2942,338,11.0,45.0
2942,389,14.0,57.0
2942,417,5.0,85.0
2942,112,6.0,81.0
2942,300,8.0,90.0
2942,303,11.0,90.0
2942,299,7.0,89.0
2942,107,8.0,88.0
2942,110,8.0,87.0
2942,415,8.0,82.0
2942,336,5.0,87.0
2942,307,6.0,88.0
2946,338,10.0,41.0
2946,107,11.0,88.0
2946,307,10.0,88.0
2946,415,6.0,86.0
2946,300,6.0,90.0
2946,299,7.0,87.0
2946,112,14.0,83.0
2946,389,7.0,53.0
2946,110,9.0,85.0
2946,303,3.0,90.0
2946,336,6.0,89.0
2946,417,5.0,83.0
2964,307,11.0,89.0
2964,110,5.0,88.0
2964,415,11.0,83.0
2964,112,12.0,84.0
2964,336,7.0,90.0
2964,389,7.0,56.0
2964,300,11.0,91.0
2964,417,5.0,88.0
2964,338,5.0,46.0
2964,303,7.0,91.0
2964,299,5.0,88.0
2964,107,7.0,89.0
2995,299,10.0,92.0
2995,417,10.0,88.0
2995,110,9.0,90.0
2995,112,6.0,82.0
2995,389,9.0,58.0
2995,107,6.0,91.0
2995,307,10.0,91.0
2995,338,5.0,46.0
2995,300,8.0,93.0
2995,303,9.0,93.0
2995,336,6.0,90.0
2995,415,6.0,85.0
3028,389,8.0,48.0
3028,299,5.0,76.0
3028,338,13.0,56.0
3028,336,6.0,76.0
3028,110,9.0,70.0
3028,112,7.0,72.0
3028,415,4.0,71.0
3028,307,6.0,75.0
3028,300,11.0,75.0
3028,107,7.0,73.0
3028,417,8.0,70.0
3028,303,8.0,75.0
3031,389,10.0,54.0
3031,107,9.0,81.0
3031,336,11.0,80.0
3031,338,7.0,54.0
3031,300,3.0,81.0
3031,307,6.0,79.0
3031,299,12.0,78.0
3031,112,8.0,72.0
3031,417,5.0,76.0
3031,415,5.0,75.0
3031,110,8.0,82.0
3031,303,6.0,81.0
3061,336,10.0,90.0
3061,389,5.0,50.0
3061,107,5.0,89.0
3061,110,7.0,88.0
3061,338,7.0,46.0
3061,415,6.0,87.0
3061,417,12.0,86.0
3061,299,10.0,90.0
3061,307,7.0,91.0
3061,112,5.0,82.0
3061,300,6.0,91.0
3061,303,11.0,91.0
3070,107,10.0,78.0
3070,299,7.0,77.0
3070,110,4.0,75.0
3070,389,13.0,53.0
3070,338,9.0,55.0
3070,303,5.0,80.0
3070,300,11.0,80.0
3070,112,4.0,71.0
3070,336,3.0,79.0
3070,417,7.0,73.0
3070,307,8.0,78.0
3070,415,11.0,80.0
3074,307,7.0,94.0
3074,417,14.0,89.0
3074,336,13.0,93.0
3074,415,8.0,88.0
3074,303,6.0,96.0
3074,338,5.0,49.0
3074,110,7.0,93.0
3074,389,7.0,57.0
3074,107,5.0,94.0
3074,112,5.0,85.0
3074,299,10.0,93.0
3074,300,7.0,96.0
3080,307,14.0,89.0
3080,112,11.0,82.0
3080,415,6.0,85.0
3080,338,10.0,54.0
3080,299,12.0,88.0
3080,300,5.0,89.0
3080,303,6.0,89.0
3080,107,5.0,87.0
3080,110,10.0,86.0
3080,336,7.0,88.0
3080,417,3.0,84.0
3080,389,5.0,48.0
3085,299,11.0,87.0
3085,389,9.0,55.0
3085,336,9.0,87.0
3085,307,7.0,88.0
3085,300,9.0,90.0
3085,107,6.0,88.0
3085,338,7.0,45.0
3085,415,10.0,84.0
3085,417,5.0,83.0
3085,112,8.0,83.0
3085,303,4.0,90.0
3085,110,9.0,89.0
3092,110,10.0,79.0
3092,415,8.0,80.0
3092,307,3.0,82.0
3092,300,5.0,84.0
3092,336,8.0,83.0
3092,299,4.0,81.0
3092,417,9.0,79.0
3092,338,13.0,55.0
3092,303,11.0,84.0
3092,389,8.0,51.0
3092,112,7.0,75.0
3092,107,5.0,82.0
3108,336,7.0,87.0
3108,107,7.0,86.0
3108,110,5.0,85.0
3108,415,12.0,84.0
3108,303,5.0,88.0
3108,338,7.0,53.0
3108,299,4.0,87.0
3108,389,5.0,47.0
3108,300,6.0,88.0
3108,307,14.0,88.0
3108,112,10.0,83.0
3108,417,10.0,83.0
3118,336,14.0,90.0
3118,107,9.0,91.0
3118,307,5.0,89.0
3118,303,5.0,91.0
3118,389,12.0,58.0
3118,415,3.0,83.0
3118,110,6.0,88.0
3118,300,6.0,91.0
3118,338,4.0,50.0
3118,417,6.0,86.0
3118,112,11.0,84.0
3118,299,9.0,88.0
3120,112,12.0,62.0
3120,299,7.0,68.0
3120,415,4.0,67.0
3120,338,10.0,42.0
3120,336,7.0,68.0
3120,300,5.0,69.0
3120,307,8.0,69.0
3120,110,6.0,70.0
3120,417,11.0,66.0
3120,107,9.0,71.0
3120,389,8.0,52.0
3120,303,9.0,69.0
3148,112,10.0,83.0
3148,107,4.0,90.0
3148,336,6.0,89.0
3148,299,5.0,89.0
3148,300,9.0,92.0
3148,389,8.0,53.0
3148,338,11.0,45.0
3148,417,13.0,85.0
3148,307,11.0,90.0
3148,110,7.0,89.0
3148,303,3.0,92.0
3148,415,9.0,88.0
3180,300,7.0,76.0
3180,112,4.0,71.0
3180,307,6.0,76.0
3180,303,13.0,76.0
3180,389,13.0,53.0
3180,110,10.0,73.0
3180,107,5.0,76.0
3180,336,6.0,75.0
3180,299,7.0,75.0
3180,415,4.0,72.0
3180,417,7.0,71.0
3180,338,10.0,51.0
3187,300,14.0,92.0
3187,112,5.0,85.0
3187,299,10.0,91.0
3187,307,5.0,92.0
3187,415,11.0,90.0
3187,338,7.0,49.0
3187,107,11.0,90.0
3187,303,7.0,92.0
3187,417,5.0,87.0
3187,336,5.0,91.0
3187,110,10.0,89.0
3187,389,2.0,47.0
3222,389,4.0,51.0
3222,300,6.0,94.0
3222,307,9.0,94.0
3222,112,4.0,87.0
3222,336,4.0,93.0
3222,415,6.0,86.0
3222,303,8.0,94.0
3222,338,10.0,53.0
3222,417,9.0,87.0
3222,299,8.0,93.0
3222,110,11.0,93.0
3222,107,8.0,92.0
3229,299,10.0,89.0
3229,389,10.0,55.0
3229,307,6.0,90.0
3229,112,5.0,83.0
3229,300,3.0,92.0
3229,336,11.0,91.0
3229,303,8.0,92.0
3229,415,13.0,88.0
3229,110,4.0,89.0
3229,338,8.0,45.0
3229,107,7.0,90.0
3229,417,9.0,85.0
3233,303,7.0,81.0
3233,110,3.0,80.0
3233,338,13.0,52.0
3233,336,6.0,80.0
3233,415,8.0,75.0
3233,300,14.0,81.0
3233,307,7.0,79.0
3233,417,5.0,76.0
3233,112,6.0,78.0
3233,107,9.0,79.0
3233,299,5.0,78.0
3233,389,9.0,60.0
3267,303,14.0,89.0
3267,307,5.0,87.0
3267,112,10.0,84.0
3267,300,7.0,89.0
3267,299,6.0,86.0
3267,389,7.0,54.0
3267,110,9.0,86.0
3267,338,3.0,50.0
3267,415,5.0,83.0
3267,417,12.0,82.0
3267,107,11.0,89.0
3267,336,5.0,88.0
3268,107,11.0,90.0
3268,110,7.0,89.0
3268,112,9.0,87.0
3268,338,5.0,51.0
3268,299,6.0,91.0
3268,389,10.0,47.0
3268,307,4.0,92.0
3268,417,8.0,87.0
3268,303,7.0,92.0
3268,300,8.0,92.0
3268,336,8.0,93.0
3268,415,9.0,84.0
3288,336,7.0,94.0
3288,303,11.0,95.0
3288,307,6.0,93.0
3288,107,13.0,93.0
3288,299,6.0,92.0
3288,338,5.0,50.0
3288,112,7.0,84.0
3288,110,6.0,92.0
3288,300,9.0,95.0
3288,389,7.0,56.0
3288,415,9.0,87.0
3288,417,7.0,90.0
3289,307,10.0,90.0
3289,300,11.0,90.0
3289,338,7.0,53.0
3289,303,9.0,90.0
3289,389,2.0,51.0
3289,299,7.0,89.0
3289,107,9.0,88.0
3289,110,6.0,87.0
3289,112,5.0,87.0
3289,415,6.0,84.0
3289,417,10.0,87.0
3289,336,6.0,89.0
3291,107,7.0,87.0
3291,112,10.0,84.0
3291,417,8.0,88.0
3291,299,11.0,86.0
3291,110,5.0,84.0
3291,338,10.0,42.0
3291,415,9.0,81.0
3291,389,5.0,50.0
3291,336,9.0,84.0
3291,307,7.0,87.0
3291,300,8.0,87.0
3291,303,7.0,87.0
3315,112,3.0,78.0
3315,417,10.0,82.0
3315,338,4.0,50.0
3315,336,9.0,84.0
3315,307,8.0,83.0
3315,300,9.0,85.0
3315,299,8.0,82.0
3315,107,9.0,83.0
3315,110,7.0,82.0
3315,303,8.0,85.0
3315,389,10.0,54.0
3315,415,7.0,77.0
3320,307,7.0,83.0
3320,415,10.0,81.0
3320,107,6.0,81.0
3320,112,5.0,80.0
3320,110,11.0,80.0
3320,299,5.0,84.0
3320,303,9.0,83.0
3320,338,7.0,54.0
3320,389,4.0,58.0
3320,417,10.0,78.0
3320,300,10.0,83.0
3320,336,7.0,82.0
3324,107,8.0,90.0
3324,336,10.0,89.0
3324,110,8.0,87.0
3324,112,10.0,85.0
3324,300,9.0,92.0
3324,417,6.0,87.0
3324,299,4.0,89.0
3324,415,10.0,90.0
3324,307,7.0,90.0
3324,338,1.0,51.0
3324,389,8.0,55.0
3324,303,11.0,92.0
3343,110,8.0,83.0
3343,417,9.0,79.0
3343,299,10.0,83.0
3343,415,7.0,78.0
3343,307,10.0,84.0
3343,338,4.0,51.0
3343,303,8.0,86.0
3343,300,7.0,86.0
3343,389,9.0,59.0
3343,336,7.0,85.0
3343,107,5.0,84.0
3343,112,8.0,79.0
3359,299,3.0,94.0
3359,303,9.0,95.0
3359,112,8.0,90.0
3359,389,4.0,48.0
3359,300,7.0,95.0
3359,338,8.0,50.0
3359,417,7.0,88.0
3359,307,10.0,95.0
3359,336,9.0,94.0
3359,415,10.0,87.0
3359,107,6.0,95.0
3359,110,10.0,92.0
3363,303,6.0,89.0
3363,107,6.0,89.0
3363,338,10.0,42.0
3363,300,7.0,89.0
3363,112,12.0,82.0
3363,110,6.0,84.0
3363,389,8.0,56.0
3363,307,9.0,87.0
3363,417,7.0,86.0
3363,415,5.0,81.0
3363,299,6.0,86.0
3363,336,11.0,88.0
3404,299,7.0,91.0
3404,338,6.0,45.0
3404,303,5.0,92.0
3404,107,5.0,90.0
3404,112,9.0,87.0
3404,307,12.0,92.0
3404,300,9.0,92.0
3404,417,1.0,87.0
3404,415,7.0,88.0
3404,336,9.0,93.0
3404,389,9.0,45.0
3404,110,10.0,89.0
3406,112,7.0,68.0
3406,307,8.0,75.0
3406,303,8.0,75.0
3406,389,8.0,46.0
3406,300,7.0,75.0
3406,415,9.0,69.0
3406,338,9.0,56.0
3406,110,11.0,74.0
3406,336,7.0,76.0
3406,299,5.0,74.0
3406,417,5.0,72.0
3406,107,9.0,73.0
3418,107,3.0,85.0
3418,110,8.0,82.0
3418,307,9.0,85.0
3418,389,11.0,54.0
3418,336,8.0,82.0
3418,303,10.0,85.0
3418,338,6.0,46.0
3418,417,8.0,82.0
3418,300,9.0,85.0
3418,299,7.0,86.0
3418,112,11.0,78.0
3418,415,4.0,81.0
3420,300,7.0,85.0
3420,415,6.0,77.0
3420,307,9.0,85.0
3420,107,6.0,85.0
3420,112,6.0,86.0
3420,389,9.0,42.0
3420,336,10.0,84.0
3420,417,5.0,80.0
3420,110,6.0,82.0
3420,303,7.0,85.0
3420,299,11.0,84.0
3420,338,10.0,56.0
3422,112,8.0,89.0
3422,307,9.0,90.0
3422,300,7.0,90.0
3422,336,12.0,89.0
3422,338,11.0,51.0
3422,415,2.0,84.0
3422,303,10.0,90.0
3422,417,7.0,89.0
3422,110,3.0,89.0
3422,107,10.0,90.0
3422,389,6.0,51.0
3422,299,9.0,89.0
3431,299,8.0,85.0
3431,417,10.0,87.0
3431,112,4.0,81.0
3431,307,6.0,86.0
3431,303,6.0,86.0
3431,338,8.0,55.0
3431,389,9.0,45.0
3431,415,5.0,78.0
3431,300,10.0,86.0
3431,110,9.0,83.0
3431,107,10.0,84.0
3431,336,6.0,85.0
3439,110,3.0,86.0
3439,417,4.0,86.0
3439,336,8.0,88.0
3439,112,7.0,80.0
3439,307,8.0,87.0
3439,338,11.0,40.0
3439,300,10.0,89.0
3439,415,9.0,83.0
3439,389,7.0,54.0
3439,299,12.0,86.0
3439,303,9.0,89.0
3439,107,7.0,89.0
3447,417,7.0,83.0
3447,300,7.0,86.0
3447,107,8.0,84.0
3447,303,6.0,86.0
3447,307,10.0,86.0
3447,389,11.0,41.0
3447,336,9.0,87.0
3447,110,3.0,85.0
3447,415,10.0,80.0
3447,338,9.0,51.0
3447,299,6.0,85.0
3447,112,4.0,83.0
3453,112,7.0,82.0
3453,336,9.0,86.0
3453,110,9.0,86.0
3453,338,10.0,42.0
3453,303,4.0,89.0
3453,300,5.0,89.0
3453,307,5.0,87.0
3453,415,11.0,81.0
3453,107,14.0,87.0
3453,417,6.0,84.0
3453,299,5.0,86.0
3453,389,9.0,62.0
3463,300,9.0,93.0
3463,307,8.0,93.0
3463,415,5.0,85.0
3463,336,8.0,92.0
3463,112,13.0,86.0
3463,303,7.0,93.0
3463,107,11.0,91.0
3463,338,5.0,44.0
3463,299,7.0,92.0
3463,389,4.0,50.0
3463,417,8.0,86.0
3463,110,5.0,92.0
3467,338,10.0,55.0
3467,307,6.0,76.0
3467,417,11.0,73.0
3467,300,5.0,78.0
3467,415,9.0,70.0
3467,299,7.0,75.0
3467,336,10.0,79.0
3467,107,7.0,76.0
3467,389,7.0,57.0
3467,110,4.0,73.0
3467,303,11.0,78.0
3467,112,9.0,73.0
3479,415,8.0,87.0
3479,110,8.0,86.0
3479,336,10.0,90.0
3479,338,10.0,42.0
3479,389,8.0,52.0
3479,300,6.0,91.0
3479,307,9.0,89.0
3479,303,6.0,91.0
3479,299,2.0,88.0
3479,112,6.0,82.0
3479,107,5.0,89.0
3479,417,10.0,88.0
3486,299,8.0,86.0
3486,307,9.0,87.0
3486,338,7.0,40.0
3486,107,8.0,87.0
3486,389,10.0,60.0
3486,336,6.0,86.0
3486,415,6.0,81.0
3486,112,4.0,78.0
3486,303,5.0,89.0
3486,110,14.0,88.0
3486,300,4.0,89.0
3486,417,10.0,84.0
3537,303,7.0,94.0
3537,300,7.0,94.0
3537,112,8.0,85.0
3537,338,5.0,45.0
3537,417,5.0,87.0
3537,307,8.0,94.0
3537,110,10.0,93.0
3537,107,5.0,92.0
3537,389,6.0,51.0
3537,299,14.0,93.0
3537,415,8.0,90.0
3537,336,8.0,91.0
3551,389,11.0,47.0
3551,338,7.0,43.0
3551,415,9.0,86.0
3551,107,4.0,88.0
3551,300,10.0,90.0
3551,417,9.0,87.0
3551,110,7.0,89.0
3551,336,7.0,87.0
3551,303,4.0,90.0
3551,307,9.0,90.0
3551,299,9.0,89.0
3551,112,5.0,87.0
3552,389,7.0,59.0
3552,415,8.0,78.0
3552,336,7.0,85.0
3552,112,7.0,77.0
3552,338,12.0,53.0
3552,107,4.0,84.0
3552,307,6.0,84.0
3552,300,10.0,86.0
3552,417,10.0,81.0
3552,303,9.0,86.0
3552,299,5.0,83.0
3552,110,7.0,81.0
3554,107,8.0,75.0
3554,336,3.0,74.0
3554,415,10.0,71.0
3554,338,11.0,56.0
3554,417,9.0,68.0
3554,110,5.0,70.0
3554,300,6.0,75.0
3554,303,9.0,75.0
3554,389,6.0,50.0
3554,112,15.0,68.0
3554,307,5.0,73.0
3554,299,9.0,72.0
3559,307,8.0,89.0
3559,336,6.0,88.0
3559,417,5.0,84.0
3559,110,8.0,88.0
3559,107,13.0,89.0
3559,300,7.0,91.0
3559,303,8.0,91.0
3559,299,6.0,90.0
3559,415,6.0,87.0
3559,112,12.0,82.0
3559,338,6.0,46.0
3559,389,9.0,56.0
3569,415,11.0,82.0
3569,112,7.0,75.0
3569,299,4.0,83.0
3569,303,10.0,86.0
3569,307,5.0,84.0
3569,417,7.0,83.0
3569,389,11.0,61.0
3569,300,7.0,86.0
3569,336,11.0,83.0
3569,107,8.0,84.0
3569,110,6.0,81.0
3569,338,8.0,43.0
3596,338,8.0,52.0
3596,415,11.0,81.0
3596,417,9.0,84.0
3596,110,4.0,86.0
3596,107,6.0,85.0
3596,303,10.0,87.0
3596,389,12.0,44.0
3596,307,7.0,87.0
3596,300,10.0,87.0
3596,112,5.0,80.0
3596,299,8.0,86.0
3596,336,6.0,88.0
3608,110,7.0,88.0
3608,417,11.0,86.0
3608,389,10.0,58.0
3608,299,16.0,90.0
3608,112,9.0,84.0
3608,300,9.0,93.0
3608,338,5.0,46.0
3608,415,9.0,85.0
3608,303,5.0,93.0
3608,336,4.0,90.0
3608,307,4.0,91.0
3608,107,5.0,91.0
3610,336,9.0,91.0
3610,303,7.0,94.0
3610,338,9.0,47.0
3610,389,6.0,57.0
3610,299,12.0,91.0
3610,107,7.0,92.0
3610,110,13.0,89.0
3610,300,7.0,94.0
3610,417,6.0,89.0
3610,415,5.0,88.0
3610,112,3.0,83.0
3610,307,5.0,92.0
3627,417,11.0,85.0
3627,336,5.0,87.0
3627,300,10.0,90.0
3627,112,4.0,81.0
3627,107,6.0,88.0
3627,307,11.0,88.0
3627,389,10.0,63.0
3627,303,5.0,90.0
3627,110,9.0,85.0
3627,299,6.0,87.0
3627,415,7.0,82.0
3627,338,11.0,45.0
3693,417,6.0,84.0
3693,299,11.0,86.0
3693,389,10.0,54.0
3693,300,12.0,89.0
3693,107,4.0,89.0
3693,303,4.0,89.0
3693,336,6.0,88.0
3693,338,11.0,42.0
3693,415,7.0,85.0
3693,112,7.0,82.0
3693,307,6.0,87.0
3693,110,7.0,90.0
3707,307,8.0,91.0
3707,112,5.0,84.0
3707,336,10.0,92.0
3707,110,5.0,88.0
3707,415,4.0,85.0
3707,389,7.0,56.0
3707,338,5.0,46.0
3707,299,10.0,90.0
3707,303,11.0,93.0
3707,300,14.0,93.0
3707,107,4.0,93.0
3707,417,12.0,86.0
3709,338,8.0,43.0
3709,389,4.0,51.0
3709,415,9.0,90.0
3709,299,10.0,89.0
3709,303,3.0,92.0
3709,107,8.0,90.0
3709,112,9.0,85.0
3709,336,8.0,89.0
3709,417,10.0,85.0
3709,300,11.0,92.0
3709,307,9.0,90.0
3709,110,8.0,89.0
3736,415,5.0,79.0
3736,389,6.0,60.0
3736,300,8.0,83.0
3736,299,13.0,82.0
3736,417,7.0,80.0
3736,336,5.0,82.0
3736,338,10.0,46.0
3736,303,4.0,83.0
3736,110,6.0,80.0
3736,107,8.0,81.0
3736,112,7.0,74.0
3736,307,13.0,81.0
3756,299,9.0,88.0
3756,415,6.0,87.0
3756,112,12.0,80.0
3756,338,10.0,40.0
3756,300,5.0,89.0
3756,110,5.0,92.0
3756,107,7.0,87.0
3756,417,7.0,84.0
3756,303,12.0,89.0
3756,336,6.0,86.0
3756,389,10.0,48.0
3756,307,6.0,89.0
3781,336,7.0,89.0
3781,107,4.0,90.0
3781,299,5.0,89.0
3781,307,10.0,90.0
3781,417,4.0,89.0
3781,389,6.0,53.0
3781,338,7.0,43.0
3781,112,10.0,81.0
3781,303,13.0,92.0
3781,110,5.0,89.0
3781,415,12.0,88.0
3781,300,11.0,92.0
3801,389,8.0,56.0
3801,303,10.0,93.0
3801,300,3.0,93.0
3801,417,9.0,86.0
3801,112,10.0,84.0
3801,415,9.0,87.0
3801,307,8.0,91.0
3801,299,10.0,90.0
3801,110,8.0,90.0
3801,107,8.0,93.0
3801,338,5.0,44.0
3801,336,8.0,90.0
3813,417,4.0,85.0
3813,336,13.0,89.0
3813,300,3.0,92.0
3813,389,10.0,59.0
3813,303,8.0,92.0
3813,307,5.0,90.0
3813,107,8.0,90.0
3813,338,7.0,45.0
3813,299,8.0,89.0
3813,415,7.0,90.0
3813,110,8.0,89.0
3813,112,12.0,81.0
3821,417,12.0,84.0
3821,112,5.0,80.0
3821,299,8.0,84.0
3821,415,11.0,85.0
3821,107,9.0,87.0
3821,300,5.0,87.0
3821,307,10.0,85.0
3821,336,5.0,84.0
3821,338,7.0,46.0
3821,389,5.0,60.0
3821,303,6.0,87.0
3821,110,11.0,82.0
3835,300,8.0,79.0
3835,338,4.0,50.0
3835,299,5.0,78.0
3835,415,6.0,77.0
3835,112,4.0,80.0
3835,389,11.0,46.0
3835,417,7.0,74.0
3835,303,9.0,79.0
3835,107,5.0,79.0
3835,110,10.0,78.0
3835,336,10.0,78.0
3835,307,13.0,79.0
3879,415,8.0,87.0
3879,299,8.0,88.0
3879,307,11.0,87.0
3879,110,10.0,86.0
3879,300,8.0,89.0
3879,336,3.0,86.0
3879,417,4.0,82.0
3879,107,9.0,87.0
3879,389,10.0,54.0
3879,112,8.0,82.0
3879,303,7.0,89.0
3879,338,8.0,48.0
3880,338,4.0,48.0
3880,107,6.0,89.0
3880,112,8.0,84.0
3880,110,13.0,88.0
3880,299,7.0,88.0
3880,389,7.0,58.0
3880,417,8.0,90.0
3880,307,9.0,89.0
3880,300,13.0,91.0
3880,303,5.0,91.0
3880,415,9.0,87.0
3880,336,4.0,88.0
3900,415,12.0,82.0
3900,112,8.0,75.0
3900,303,6.0,80.0
3900,107,11.0,78.0
