original node ID, percentage node was in agreeable majority
12635,100.0
12690,100.0
12691,100.0
12694,100.0
12696,100.0
12703,100.0
12706,100.0
12708,100.0
12741,100.0
12748,100.0
12763,100.0
12785,100.0
12794,100.0
12800,100.0
12802,100.0
12805,100.0
12829,100.0
12854,100.0
107,100.0
110,100.0
112,100.0
299,100.0
300,100.0
303,100.0
307,100.0
336,100.0
338,100.0
389,100.0
415,100.0
417,100.0
source node ID, destination node ID, percentage edge was in tree, percentage edge was negative
105,2014,6.0,85.0
105,8583,11.0,88.0
105,4483,6.0,86.0
105,10723,6.0,91.0
105,3289,12.0,90.0
105,3222,13.0,94.0
105,9583,7.0,88.0
105,7227,10.0,75.0
105,11208,9.0,91.0
105,10404,7.0,90.0
105,2348,6.0,85.0
105,7957,11.0,91.0
105,5131,9.0,81.0
105,2917,9.0,91.0
105,3756,5.0,89.0
105,7315,9.0,86.0
105,12748,8.0,81.0
105,3406,7.0,75.0
105,12204,11.0,86.0
105,5507,11.0,92.0
105,8543,8.0,82.0
105,4993,12.0,64.0
105,2736,7.0,72.0
105,9835,8.0,92.0
105,5515,7.0,94.0
105,4535,7.0,91.0
105,11319,10.0,84.0
105,10862,8.0,78.0
105,9566,8.0,87.0
105,10858,9.0,90.0
105,11960,6.0,76.0
105,5393,8.0,88.0
105,5726,10.0,79.0
105,9141,7.0,91.0
105,10299,8.0,70.0
105,6534,11.0,91.0
105,7641,10.0,94.0
105,10626,8.0,93.0
105,10587,8.0,85.0
105,2423,12.0,85.0
105,4773,8.0,95.0
105,9775,7.0,88.0
105,10688,4.0,81.0
105,8364,7.0,87.0
105,3693,9.0,89.0
105,8549,12.0,97.0
105,8516,10.0,79.0
105,6283,8.0,81.0
105,7745,9.0,82.0
105,11207,8.0,93.0
105,10365,6.0,84.0
105,10439,8.0,91.0
105,1206,8.0,91.0
105,3363,7.0,89.0
105,9964,7.0,85.0
105,8637,8.0,70.0
105,10084,11.0,93.0
105,10234,11.0,91.0
105,9217,9.0,79.0
105,4054,8.0,97.0
105,3835,8.0,79.0
105,9219,12.0,94.0
105,3070,8.0,80.0
105,1430,8.0,80.0
105,2832,11.0,79.0
105,7825,7.0,93.0
105,6070,11.0,79.0
105,9059,5.0,84.0
105,2301,10.0,90.0
105,3092,9.0,84.0
105,11086,7.0,84.0
105,8957,12.0,94.0
105,1549,8.0,91.0
105,1155,9.0,88.0
105,7082,5.0,94.0
105,11938,11.0,90.0
105,8122,9.0,91.0
105,4626,11.0,93.0
105,3359,9.0,95.0
105,4521,4.0,82.0
105,1395,7.0,87.0
105,7519,9.0,92.0
105,2862,6.0,89.0
105,8724,4.0,86.0
105,5877,9.0,81.0
105,1937,10.0,87.0
105,8481,6.0,92.0
105,1965,12.0,96.0
105,7947,8.0,88.0
105,7931,6.0,93.0
105,5034,9.0,79.0
105,11611,4.0,77.0
105,3180,8.0,76.0
105,11037,8.0,88.0
105,8176,6.0,83.0
105,3919,5.0,82.0
105,2695,7.0,82.0
105,4620,10.0,91.0
105,10318,5.0,91.0
105,6637,8.0,87.0
105,12635,8.0,84.0
105,6928,8.0,95.0
105,1516,8.0,75.0
105,2884,9.0,85.0
105,5382,6.0,86.0
105,5409,5.0,90.0
105,5118,8.0,82.0
105,2001,11.0,93.0
105,6258,10.0,79.0
105,4427,7.0,80.0
105,3118,10.0,91.0
105,12708,6.0,86.0
105,5394,5.0,89.0
105,9602,4.0,92.0
105,3291,4.0,87.0
105,7757,11.0,90.0
105,11742,6.0,83.0
105,6520,7.0,94.0
105,2942,3.0,90.0
105,3108,8.0,88.0
105,6834,4.0,92.0
105,10324,6.0,80.0
105,6401,7.0,93.0
105,5932,6.0,94.0
105,2891,13.0,91.0
105,10667,4.0,87.0
105,10660,6.0,61.0
105,3596,4.0,87.0
105,12496,6.0,92.0
105,4895,5.0,86.0
105,1287,12.0,86.0
105,3031,10.0,81.0
105,1489,12.0,85.0
105,1182,9.0,87.0
105,2400,9.0,94.0
105,2605,6.0,93.0
105,2013,5.0,89.0
105,2094,9.0,84.0
105,4168,8.0,92.0
105,7063,8.0,87.0
105,4320,7.0,87.0
105,4242,7.0,78.0
105,2107,9.0,91.0
105,1986,6.0,91.0
105,1058,9.0,94.0
105,12794,8.0,84.0
105,9162,12.0,85.0
105,4697,10.0,85.0
105,11791,14.0,93.0
105,5398,7.0,89.0
105,7066,9.0,75.0
105,4414,4.0,87.0
105,6503,5.0,81.0
105,5859,7.0,96.0
105,12800,5.0,91.0
105,11870,9.0,74.0
105,3439,5.0,89.0
105,12286,9.0,93.0
105,10974,13.0,96.0
105,10722,7.0,93.0
105,8751,7.0,93.0
105,12629,9.0,90.0
105,1656,8.0,92.0
105,11720,12.0,90.0
105,2565,4.0,85.0
105,4847,8.0,90.0
105,8357,9.0,91.0
105,11604,10.0,92.0
105,7306,7.0,89.0
105,5560,6.0,87.0
105,2904,9.0,95.0
105,11102,9.0,82.0
105,3627,5.0,90.0
105,7796,8.0,91.0
105,1216,5.0,94.0
105,3801,4.0,93.0
105,4058,8.0,94.0
105,5711,7.0,90.0
105,5786,6.0,90.0
105,9047,11.0,89.0
105,3930,10.0,96.0
105,11653,9.0,82.0
105,11559,12.0,75.0
105,3879,6.0,89.0
105,12802,7.0,91.0
105,11601,10.0,93.0
105,8994,7.0,95.0
105,5792,9.0,85.0
105,7123,9.0,90.0
105,7157,8.0,82.0
105,2284,8.0,93.0
105,7176,9.0,93.0
105,12703,10.0,88.0
105,3821,6.0,87.0
105,12696,9.0,84.0
105,2724,13.0,86.0
105,4938,7.0,79.0
105,2534,4.0,89.0
105,5241,4.0,74.0
105,7073,10.0,94.0
105,2573,8.0,82.0
105,3467,4.0,78.0
105,11657,6.0,91.0
105,4318,10.0,90.0
105,3928,7.0,94.0
105,3486,9.0,89.0
105,7940,6.0,87.0
105,6726,8.0,94.0
105,5545,7.0,84.0
105,1102,7.0,93.0
105,8344,9.0,81.0
105,3608,6.0,93.0
105,4662,6.0,84.0
105,7407,9.0,90.0
105,1910,14.0,85.0
105,6999,5.0,85.0
105,10208,11.0,86.0
105,6878,11.0,90.0
105,1433,8.0,83.0
105,4267,8.0,86.0
105,1417,6.0,92.0
105,9476,11.0,96.0
105,10793,9.0,91.0
105,4061,8.0,93.0
105,4499,4.0,90.0
105,9382,10.0,90.0
105,3148,4.0,92.0
105,4017,11.0,73.0
105,6547,11.0,91.0
105,10249,10.0,97.0
105,6065,12.0,81.0
105,1455,6.0,85.0
105,3709,3.0,92.0
105,7897,7.0,91.0
105,3418,6.0,85.0
105,6080,7.0,92.0
105,2879,8.0,91.0
105,8059,5.0,92.0
105,3944,7.0,88.0
105,12172,8.0,87.0
105,3120,4.0,69.0
105,9665,5.0,90.0
105,2355,8.0,92.0
105,2395,10.0,84.0
105,4725,10.0,92.0
105,4654,13.0,82.0
105,2811,8.0,89.0
105,1753,8.0,86.0
105,2483,7.0,84.0
105,11594,6.0,89.0
105,6738,9.0,91.0
105,10143,8.0,88.0
105,2930,8.0,82.0
105,3288,7.0,95.0
105,4821,8.0,93.0
105,5958,7.0,88.0
105,4945,8.0,90.0
105,7782,3.0,86.0
105,2514,10.0,88.0
105,2807,5.0,83.0
105,12691,7.0,89.0
105,10832,7.0,77.0
105,11358,8.0,94.0
105,11276,7.0,86.0
105,3537,9.0,94.0
105,4431,8.0,88.0
105,7636,11.0,74.0
105,8017,7.0,94.0
105,7910,9.0,88.0
105,8607,11.0,91.0
105,5708,6.0,95.0
105,10089,9.0,89.0
105,6952,4.0,87.0
105,10682,9.0,98.0
105,5281,9.0,90.0
105,12763,5.0,96.0
105,5523,2.0,85.0
105,4169,6.0,94.0
105,2420,6.0,76.0
105,1874,8.0,81.0
105,4586,7.0,87.0
105,2995,6.0,93.0
105,3267,6.0,89.0
105,6859,3.0,89.0
105,8137,6.0,89.0
105,5536,6.0,92.0
105,11246,4.0,97.0
105,12088,10.0,94.0
105,9061,5.0,90.0
105,1831,7.0,93.0
105,11118,7.0,88.0
105,2759,5.0,85.0
105,1209,4.0,92.0
105,11224,7.0,90.0
105,3479,12.0,91.0
105,6133,11.0,93.0
105,10620,12.0,89.0
105,10016,7.0,91.0
105,2505,7.0,87.0
105,9183,6.0,91.0
105,5163,7.0,87.0
105,11948,7.0,78.0
105,2523,9.0,93.0
105,2309,4.0,91.0
105,7922,5.0,80.0
105,5676,1.0,93.0
105,7691,8.0,94.0
105,7766,8.0,83.0
105,8791,6.0,93.0
105,12497,4.0,68.0
105,4787,3.0,90.0
105,11158,12.0,90.0
105,8300,6.0,84.0
105,6619,11.0,82.0
105,10911,9.0,82.0
105,11385,6.0,95.0
105,5698,8.0,86.0
105,6233,5.0,92.0
105,10246,9.0,91.0
105,11942,8.0,81.0
105,12242,8.0,80.0
105,9185,7.0,92.0
105,7018,9.0,83.0
105,6085,6.0,88.0
105,2704,9.0,92.0
105,5838,6.0,82.0
105,8952,6.0,91.0
105,5991,8.0,88.0
105,6967,10.0,93.0
105,2310,5.0,88.0
105,1008,5.0,89.0
105,2392,6.0,87.0
105,3324,8.0,92.0
105,1851,12.0,89.0
105,6077,7.0,90.0
105,3028,8.0,75.0
105,10226,11.0,87.0
105,9553,7.0,92.0
105,6990,7.0,83.0
105,5866,8.0,90.0
105,6931,3.0,93.0
105,4699,11.0,89.0
105,6384,9.0,84.0
105,5336,9.0,94.0
105,4105,10.0,80.0
105,10841,14.0,84.0
105,2270,7.0,87.0
105,7949,3.0,92.0
105,4845,10.0,91.0
105,2830,7.0,78.0
105,6123,5.0,78.0
105,12316,11.0,95.0
105,2000,6.0,89.0
105,2070,8.0,90.0
105,1422,8.0,82.0
105,3900,5.0,80.0
105,4513,12.0,92.0
105,6149,6.0,90.0
105,10362,7.0,84.0
105,5577,6.0,69.0
105,10876,6.0,83.0
105,1654,10.0,81.0
105,9800,6.0,83.0
105,8568,7.0,84.0
105,11325,6.0,88.0
105,3813,7.0,92.0
105,7744,5.0,90.0
105,3880,7.0,91.0
105,6764,11.0,88.0
105,12423,6.0,91.0
105,5181,11.0,84.0
105,9619,7.0,81.0
105,4156,2.0,92.0
105,6529,2.0,90.0
105,11033,7.0,75.0
105,9701,9.0,86.0
105,2821,7.0,89.0
105,1601,5.0,95.0
105,5296,3.0,86.0
105,3187,8.0,92.0
105,4722,5.0,92.0
105,7000,11.0,88.0
105,7188,7.0,88.0
105,6219,3.0,91.0
105,9437,9.0,96.0
105,6633,7.0,77.0
105,6493,7.0,93.0
105,6182,6.0,90.0
105,3707,5.0,93.0
105,10705,11.0,88.0
105,9882,10.0,87.0
105,5706,7.0,93.0
105,2285,11.0,91.0
105,5948,4.0,94.0
105,4774,8.0,83.0
105,12526,8.0,91.0
105,10852,7.0,83.0
105,6111,11.0,84.0
105,6452,7.0,85.0
105,6489,8.0,81.0
105,3977,4.0,87.0
105,12630,6.0,91.0
105,3610,11.0,94.0
105,7103,4.0,95.0
105,12393,11.0,90.0
105,1782,8.0,92.0
105,4364,5.0,85.0
105,5831,4.0,72.0
105,5459,4.0,84.0
105,6687,8.0,78.0
105,10564,7.0,92.0
105,6744,11.0,93.0
105,8445,9.0,95.0
105,6808,6.0,75.0
105,12805,6.0,90.0
105,2274,8.0,90.0
105,1313,5.0,79.0
105,8904,7.0,97.0
105,3268,8.0,92.0
105,5424,5.0,84.0
105,3453,6.0,89.0
105,9854,9.0,78.0
105,2964,7.0,91.0
105,8301,10.0,86.0
105,6686,7.0,92.0
105,6109,2.0,81.0
105,7335,6.0,85.0
105,1726,10.0,92.0
105,7651,10.0,88.0
105,8651,6.0,95.0
105,8042,10.0,78.0
105,6540,6.0,79.0
105,5651,7.0,90.0
105,11561,5.0,87.0
105,5055,3.0,91.0
105,2295,12.0,81.0
105,10926,6.0,81.0
105,9414,9.0,93.0
105,1665,10.0,94.0
105,4145,6.0,81.0
105,3085,6.0,90.0
105,3233,8.0,81.0
105,11738,14.0,91.0
105,1183,10.0,93.0
105,1203,6.0,87.0
105,10360,9.0,93.0
105,8169,5.0,91.0
105,3993,5.0,84.0
105,9806,13.0,94.0
105,5067,6.0,88.0
105,6351,4.0,88.0
105,9077,5.0,81.0
105,7699,4.0,79.0
105,5839,6.0,81.0
105,12157,7.0,80.0
105,6708,8.0,88.0
105,2524,9.0,87.0
105,2361,11.0,90.0
105,12690,7.0,81.0
105,9127,4.0,88.0
105,1255,9.0,86.0
105,9239,6.0,80.0
105,7937,4.0,86.0
105,3552,8.0,86.0
105,4581,7.0,90.0
105,6929,6.0,87.0
105,7704,6.0,90.0
105,5191,5.0,89.0
105,3569,5.0,86.0
105,3906,8.0,93.0
105,6576,8.0,82.0
105,8299,8.0,86.0
105,11741,9.0,91.0
105,8552,7.0,81.0
105,5264,11.0,88.0
105,6629,10.0,94.0
105,5892,9.0,94.0
105,8567,11.0,93.0
105,2522,8.0,90.0
105,3061,9.0,91.0
105,6869,5.0,82.0
105,10227,5.0,92.0
105,7857,10.0,85.0
105,5391,12.0,89.0
105,12829,10.0,89.0
105,10604,7.0,92.0
105,2628,11.0,86.0
105,4015,9.0,86.0
105,6794,12.0,91.0
105,1867,13.0,84.0
105,8689,12.0,94.0
105,7909,11.0,94.0
105,1693,11.0,91.0
105,8606,9.0,85.0
105,6434,8.0,93.0
105,10431,9.0,94.0
105,12785,8.0,91.0
105,7750,11.0,86.0
105,10551,8.0,92.0
105,6392,6.0,88.0
105,5937,10.0,86.0
105,3554,4.0,75.0
105,5600,7.0,94.0
105,5669,7.0,93.0
105,5115,9.0,87.0
105,10222,7.0,87.0
105,2250,14.0,84.0
105,3559,6.0,91.0
105,7488,11.0,95.0
105,3736,8.0,83.0
105,6696,8.0,86.0
105,7328,6.0,87.0
105,10872,8.0,84.0
105,7868,3.0,78.0
105,2445,7.0,93.0
105,6983,6.0,90.0
105,12169,6.0,92.0
105,4898,5.0,87.0
105,8806,10.0,78.0
105,3422,6.0,90.0
105,6863,4.0,91.0
105,11544,9.0,83.0
105,2640,8.0,85.0
105,7627,9.0,79.0
105,5337,7.0,93.0
105,11115,5.0,83.0
105,8725,7.0,90.0
105,11823,5.0,88.0
105,12247,7.0,89.0
105,6749,7.0,84.0
105,8075,4.0,80.0
105,10625,11.0,82.0
105,12298,7.0,81.0
105,6210,14.0,81.0
105,7960,6.0,91.0
105,12540,4.0,88.0
105,12297,4.0,82.0
105,11610,3.0,89.0
105,2372,8.0,84.0
105,11792,9.0,89.0
105,9931,7.0,86.0
105,6206,9.0,71.0
105,8554,5.0,83.0
105,9624,7.0,86.0
105,8837,8.0,71.0
105,7735,7.0,96.0
105,2658,7.0,91.0
105,12165,9.0,84.0
105,12432,8.0,83.0
105,3404,11.0,92.0
105,8967,9.0,92.0
105,3320,9.0,83.0
105,8890,6.0,90.0
105,5721,4.0,70.0
105,9249,7.0,88.0
105,12616,9.0,96.0
105,8577,12.0,88.0
105,3343,8.0,86.0
105,11998,9.0,84.0
105,7541,7.0,89.0
105,5024,9.0,90.0
105,10822,3.0,90.0
105,5787,8.0,85.0
105,2641,10.0,91.0
105,4857,15.0,95.0
105,7985,5.0,87.0
105,6727,6.0,93.0
105,7864,5.0,85.0
105,1700,8.0,91.0
105,11131,6.0,95.0
105,12268,12.0,92.0
105,9352,5.0,76.0
105,9610,7.0,81.0
105,9473,3.0,79.0
105,1634,2.0,92.0
105,6945,10.0,90.0
105,10711,6.0,90.0
105,3315,8.0,85.0
105,2946,6.0,90.0
105,8319,12.0,84.0
105,10284,6.0,88.0
105,12394,5.0,86.0
105,11234,7.0,92.0
105,11729,12.0,91.0
105,9441,5.0,84.0
105,10030,9.0,89.0
105,9728,4.0,91.0
105,11673,9.0,87.0
105,6740,5.0,94.0
105,4230,9.0,85.0
105,8190,5.0,74.0
105,9783,9.0,89.0
105,3074,6.0,96.0
105,11168,8.0,86.0
105,6579,8.0,91.0
105,9692,7.0,93.0
105,1283,10.0,84.0
105,11979,6.0,91.0
105,10531,11.0,87.0
105,9738,9.0,83.0
105,10375,4.0,79.0
105,11000,4.0,91.0
105,9506,5.0,80.0
105,2796,8.0,88.0
105,1754,11.0,92.0
105,10325,6.0,81.0
105,2441,12.0,91.0
105,11927,8.0,88.0
105,8323,6.0,94.0
105,11920,6.0,92.0
105,2786,7.0,78.0
105,2080,7.0,83.0
105,2686,4.0,90.0
105,7058,8.0,85.0
105,8603,9.0,80.0
105,10357,4.0,91.0
105,2447,8.0,91.0
105,7404,10.0,77.0
105,10756,7.0,80.0
105,10481,7.0,92.0
105,9178,6.0,95.0
105,11733,6.0,75.0
105,10160,11.0,92.0
105,10495,2.0,97.0
105,8272,6.0,84.0
105,6216,11.0,91.0
105,11421,9.0,87.0
105,5039,5.0,86.0
105,5894,7.0,90.0
105,4341,9.0,91.0
105,6891,5.0,86.0
105,5166,10.0,90.0
105,12706,7.0,69.0
105,11705,4.0,90.0
105,6255,9.0,87.0
105,5905,6.0,82.0
105,4819,9.0,86.0
105,12504,5.0,91.0
105,8712,5.0,61.0
105,6769,12.0,87.0
105,4705,7.0,88.0
105,2036,8.0,89.0
105,7430,7.0,93.0
105,9215,6.0,90.0
