From Node ID, To Node ID, Edge Weight
3031,415,-1
3031,303,-1
3031,338,-1
3031,417,-1
3031,336,-1
6219,300,-1
6219,389,-1
6219,107,-1
6219,307,-1
6219,299,-1
6219,338,1
6219,105,-1
6219,415,-1
6219,336,-1
6219,112,-1
6219,417,-1
6219,303,-1
6219,110,-1
11033,307,-1
11033,336,-1
11033,112,1
11033,300,-1
11033,105,-1
11033,303,-1
11033,417,-1
11033,110,-1
11033,389,-1
11033,299,-1
11033,107,-1
11033,338,-1
11033,415,-1
7407,389,1
7407,299,-1
7407,338,1
7407,300,-1
7407,107,-1
7407,303,-1
7407,417,-1
7407,307,-1
7407,105,-1
7407,112,-1
7407,336,-1
7407,110,-1
7407,415,-1
11102,299,-1
11102,105,-1
11102,107,-1
11102,417,-1
11102,336,-1
11102,303,-1
11102,110,-1
11102,338,1
11102,300,-1
11102,389,1
11102,415,1
11102,112,-1
11102,307,-1
12691,110,-1
12691,112,-1
12691,417,-1
12691,307,-1
12691,336,-1
12691,303,-1
12691,415,-1
12691,299,-1
12691,107,-1
12691,105,-1
12691,389,1
12691,338,1
12691,300,-1
2250,112,-1
2250,110,-1
2250,299,-1
2250,303,-1
2250,417,1
2250,415,-1
2250,107,-1
2250,338,1
2250,105,-1
2250,307,-1
2250,389,1
2250,336,-1
2250,300,-1
12393,338,-1
12393,107,-1
12393,299,-1
12393,303,-1
12393,110,-1
12393,415,-1
12393,389,1
12393,112,-1
12393,417,-1
12393,300,-1
12393,105,-1
12393,307,-1
12393,336,-1
5398,300,-1
5398,299,-1
5398,338,1
5398,112,-1
5398,110,-1
5398,415,-1
5398,307,-1
5398,105,-1
5398,389,-1
5398,417,-1
5398,107,-1
5398,336,-1
5398,303,-1
10852,415,-1
10852,417,-1
10852,299,-1
10852,336,-1
10852,105,-1
10852,303,-1
10852,389,-1
10852,112,1
10852,307,-1
10852,338,-1
10852,300,-1
10852,107,-1
10852,110,-1
6065,110,-1
6065,300,-1
6065,112,1
6065,336,-1
6065,415,-1
6065,303,-1
6065,107,-1
6065,299,-1
6065,307,-1
6065,389,-1
6065,338,-1
6065,105,-1
6065,417,-1
12394,389,-1
12394,112,-1
12394,105,-1
12394,307,-1
12394,303,-1
12394,417,1
12394,338,-1
12394,415,-1
12394,107,-1
12394,336,-1
12394,299,-1
12394,300,-1
12394,110,-1
12854,299,-1
12854,415,1
12854,303,-1
12854,300,-1
12854,417,-1
12854,110,-1
12854,112,-1
12854,389,-1
12854,307,-1
12854,105,-1
12854,107,-1
12854,338,-1
12854,336,-1
2573,110,-1
2573,417,1
2573,303,-1
2573,389,-1
2573,338,1
2573,299,-1
2573,112,-1
2573,307,-1
2573,107,-1
2573,336,-1
2573,300,-1
2573,105,-1
2573,415,-1
6434,303,-1
6434,307,-1
6434,105,-1
6434,299,-1
6434,389,1
6434,112,-1
6434,300,-1
6434,107,-1
6434,110,-1
6434,417,-1
6434,336,-1
6434,415,-1
6434,338,-1
10234,112,-1
10234,338,1
10234,307,-1
10234,415,-1
10234,389,-1
10234,417,-1
10234,303,-1
10234,336,-1
10234,110,-1
10234,105,-1
10234,300,-1
10234,299,-1
10234,107,-1
6726,307,-1
6726,300,-1
6726,299,-1
6726,415,-1
6726,336,-1
6726,389,-1
6726,303,-1
6726,417,-1
6726,112,-1
6726,107,-1
6726,105,-1
6726,110,-1
6726,338,1
6727,415,-1
6727,389,-1
6727,300,-1
6727,417,-1
6727,110,-1
6727,336,-1
6727,303,-1
6727,112,-1
6727,107,-1
6727,105,-1
6727,307,-1
6727,299,-1
6727,338,1
2094,112,-1
2094,417,-1
2094,300,-1
2094,299,-1
2094,389,-1
2094,107,-1
2094,338,-1
2094,415,-1
2094,336,-1
2094,110,1
2094,307,-1
2094,105,-1
2094,303,-1
4414,307,-1
4414,389,1
4414,107,-1
4414,105,-1
4414,338,1
4414,336,-1
4414,110,-1
4414,415,-1
4414,417,-1
4414,112,-1
4414,299,-1
4414,303,-1
4414,300,-1
3120,389,1
3120,112,1
3120,299,-1
3120,338,1
3120,105,-1
3120,336,-1
3120,107,-1
3120,110,-1
3120,415,-1
3120,303,-1
3120,417,1
3120,307,-1
3120,300,-1
8069,303,-1
8069,415,-1
8069,110,-1
8069,336,-1
8069,300,-1
8069,105,-1
8069,107,-1
8069,417,-1
8069,389,1
8069,338,1
8069,112,-1
8069,299,-1
8069,307,-1
9094,307,-1
9094,336,-1
9094,299,-1
9094,303,-1
9094,389,-1
9094,338,1
9094,107,-1
9094,300,-1
9094,105,-1
9094,417,-1
9094,415,-1
9094,112,-1
9094,110,-1
11729,389,-1
11729,107,-1
11729,300,-1
11729,307,-1
11729,336,-1
11729,415,-1
11729,112,-1
11729,110,-1
11729,105,-1
11729,299,-1
11729,417,-1
11729,338,1
11729,303,-1
12557,307,-1
12557,417,-1
12557,112,-1
12557,303,-1
12557,389,1
12557,300,-1
12557,110,-1
12557,107,-1
12557,336,-1
12557,338,1
12557,299,-1
12557,415,-1
12557,105,-1
6489,107,-1
6489,336,-1
6489,307,-1
6489,303,-1
6489,112,1
6489,415,-1
6489,417,-1
6489,105,-1
6489,300,-1
6489,110,-1
6489,338,1
6489,389,1
6489,299,-1
10404,336,-1
10404,110,-1
10404,105,-1
10404,107,-1
10404,417,-1
10404,307,-1
10404,303,-1
10404,112,-1
10404,299,-1
10404,300,-1
10404,389,-1
10404,415,-1
10404,338,1
9882,417,-1
9882,105,-1
9882,303,-1
9882,112,-1
9882,107,-1
9882,300,-1
9882,389,-1
9882,336,-1
9882,110,-1
9882,299,-1
9882,307,-1
9882,338,1
9882,415,-1
3070,107,-1
3070,415,-1
3070,300,-1
3070,336,-1
3070,303,-1
3070,112,-1
3070,299,-1
3070,389,-1
3070,307,-1
3070,110,-1
3070,417,1
3070,105,-1
3070,338,-1
6690,112,1
6690,105,-1
6690,307,-1
6690,336,-1
6690,415,-1
6690,107,-1
6690,389,-1
6690,338,-1
6690,303,-1
6690,110,-1
6690,300,-1
6690,417,-1
6690,299,-1
2897,107,-1
2897,389,-1
2897,336,-1
2897,303,-1
2897,307,-1
2897,299,1
2897,105,-1
2897,112,-1
2897,417,-1
2897,338,-1
2897,415,-1
2897,110,-1
2897,300,-1
12242,389,1
12242,415,1
12242,300,-1
12242,112,-1
12242,110,-1
12242,338,-1
12242,307,-1
12242,299,-1
12242,303,-1
12242,417,-1
12242,336,-1
12242,107,-1
12242,105,-1
8038,105,-1
8038,303,-1
8038,389,1
8038,110,-1
8038,417,-1
8038,112,-1
8038,415,-1
8038,300,-1
8038,336,-1
8038,307,-1
8038,107,-1
8038,299,-1
8038,338,-1
9783,110,-1
9783,299,-1
9783,338,1
9783,105,-1
9783,107,-1
9783,389,-1
9783,300,-1
9783,417,-1
9783,303,-1
9783,336,-1
9783,415,-1
9783,307,-1
9783,112,-1
7807,417,-1
7807,105,-1
7807,110,-1
7807,107,-1
7807,303,-1
7807,307,-1
7807,415,-1
7807,338,-1
7807,389,-1
7807,112,-1
7807,336,1
7807,300,-1
7807,299,-1
2295,336,-1
2295,299,-1
2295,303,-1
2295,338,-1
2295,389,-1
2295,415,1
2295,105,-1
2295,110,-1
2295,307,-1
2295,417,-1
2295,107,-1
2295,112,-1
2295,300,-1
1998,417,-1
1998,112,1
1998,338,-1
1998,107,-1
1998,110,-1
1998,307,-1
1998,105,-1
1998,299,-1
1998,415,-1
1998,389,-1
1998,300,-1
1998,336,-1
1998,303,-1
6070,415,-1
6070,112,1
6070,110,1
6070,336,-1
6070,417,-1
6070,307,-1
6070,300,-1
6070,389,-1
6070,338,1
6070,107,-1
6070,299,-1
6070,303,-1
6070,105,-1
1700,415,-1
1700,107,-1
1700,389,1
1700,105,-1
1700,336,-1
1700,299,-1
1700,303,-1
1700,417,-1
1700,307,-1
1700,300,-1
1700,110,-1
1700,338,-1
1700,112,-1
5892,389,-1
5892,105,-1
5892,299,-1
5892,300,-1
5892,415,-1
5892,112,-1
5892,110,-1
5892,336,-1
5892,107,-1
5892,303,-1
5892,307,-1
5892,417,-1
5892,338,1
2930,300,-1
2930,307,-1
2930,338,1
2930,417,-1
2930,336,-1
2930,110,-1
2930,415,1
2930,112,-1
2930,389,-1
2930,299,-1
2930,303,-1
2930,107,-1
2930,105,-1
10299,110,-1
10299,415,-1
10299,107,-1
10299,299,1
10299,417,-1
10299,336,-1
10299,300,-1
10299,307,-1
10299,389,-1
10299,105,-1
10299,112,1
10299,338,-1
10299,303,-1
8042,300,-1
8042,307,-1
8042,303,-1
8042,107,-1
8042,112,-1
8042,415,-1
8042,299,-1
8042,338,-1
8042,105,1
8042,389,-1
8042,110,1
8042,336,-1
8042,417,-1
10858,105,-1
10858,389,-1
10858,338,1
10858,307,-1
10858,107,-1
10858,300,-1
10858,303,-1
10858,299,-1
10858,112,-1
10858,415,-1
10858,417,-1
10858,336,-1
10858,110,-1
2786,300,-1
2786,338,-1
2786,110,-1
2786,299,-1
2786,389,-1
2786,107,-1
2786,417,-1
2786,112,-1
2786,336,-1
2786,307,-1
2786,415,1
2786,303,-1
2786,105,-1
6794,303,-1
6794,417,-1
6794,389,-1
6794,110,-1
6794,336,-1
6794,107,-1
6794,338,1
6794,300,-1
6794,112,-1
6794,105,-1
6794,415,-1
6794,307,-1
6794,299,-1
2355,336,-1
2355,338,1
2355,417,-1
2355,415,-1
2355,110,-1
2355,299,-1
2355,300,-1
2355,303,-1
2355,107,-1
2355,105,-1
2355,307,-1
2355,389,-1
2355,112,-1
5296,417,-1
5296,303,-1
5296,336,-1
5296,415,-1
5296,300,-1
5296,107,-1
5296,110,-1
5296,338,1
5296,105,-1
5296,307,-1
5296,112,1
5296,299,-1
5296,389,1
8445,389,-1
8445,299,-1
8445,112,-1
8445,417,-1
8445,336,-1
8445,307,-1
8445,107,-1
8445,105,-1
8445,338,1
8445,303,-1
8445,415,-1
8445,110,-1
8445,300,-1
10620,112,-1
10620,417,-1
10620,338,1
10620,336,-1
10620,300,-1
10620,303,-1
10620,105,-1
10620,110,-1
10620,415,-1
10620,299,-1
10620,107,-1
10620,307,-1
10620,389,1
2796,300,-1
2796,307,-1
2796,415,-1
2796,389,1
2796,336,-1
2796,110,-1
2796,299,-1
2796,112,-1
2796,303,-1
2796,107,-1
2796,338,-1
2796,417,-1
2796,105,-1
6392,112,-1
6392,105,-1
6392,415,-1
6392,417,-1
6392,107,-1
6392,307,-1
6392,336,-1
6392,389,-1
6392,299,-1
6392,338,1
6392,303,-1
6392,110,-1
6392,300,-1
5894,338,1
5894,300,-1
5894,107,-1
5894,303,-1
5894,336,-1
5894,110,-1
5894,307,-1
5894,299,-1
5894,112,1
5894,415,-1
5894,389,-1
5894,105,-1
5894,417,-1
2577,336,-1
2577,105,-1
2577,417,-1
2577,338,1
2577,389,-1
2577,303,-1
2577,110,-1
2577,307,-1
2577,415,-1
2577,300,-1
2577,112,-1
2577,299,-1
2577,107,-1
2869,107,-1
2869,389,-1
2869,307,-1
2869,105,-1
2869,338,-1
2869,303,-1
2869,415,-1
2869,112,-1
2869,110,-1
2869,299,-1
2869,336,1
2869,300,-1
2869,417,-1
10495,300,-1
10495,303,-1
10495,415,-1
10495,307,-1
10495,299,-1
10495,336,-1
10495,338,1
10495,105,-1
10495,112,-1
10495,389,-1
10495,417,-1
10495,107,-1
10495,110,-1
2000,307,-1
2000,415,-1
2000,110,-1
2000,105,-1
2000,107,-1
2000,417,-1
2000,299,-1
2000,112,-1
2000,303,-1
2000,336,-1
2000,338,1
2000,389,1
2000,300,-1
2001,105,-1
2001,336,-1
2001,338,1
2001,307,-1
2001,415,-1
2001,417,-1
2001,107,-1
2001,300,-1
2001,299,-1
2001,112,-1
2001,110,-1
2001,303,-1
2001,389,-1
6077,336,-1
6077,303,-1
6077,105,-1
6077,112,-1
6077,299,-1
6077,300,-1
6077,110,-1
6077,415,-1
6077,107,-1
6077,307,-1
6077,417,-1
6077,338,1
6077,389,-1
6493,338,1
6493,307,-1
6493,112,-1
6493,105,-1
6493,336,-1
6493,417,-1
6493,299,-1
6493,300,-1
6493,110,-1
6493,107,-1
6493,389,-1
6493,303,-1
6493,415,-1
10862,299,-1
10862,300,-1
10862,303,-1
10862,110,-1
10862,336,1
10862,338,-1
10862,112,-1
10862,389,-1
10862,415,-1
10862,107,-1
10862,307,-1
10862,105,-1
10862,417,-1
12247,303,-1
12247,110,-1
12247,299,-1
12247,338,1
12247,112,-1
12247,415,-1
12247,105,-1
12247,417,-1
12247,307,-1
12247,389,-1
12247,107,-1
12247,336,-1
12247,300,-1
6206,299,-1
6206,336,-1
6206,110,1
6206,389,-1
6206,303,-1
6206,415,-1
6206,105,1
6206,338,-1
6206,107,-1
6206,300,-1
6206,112,-1
6206,417,-1
6206,307,-1
2080,303,-1
2080,336,-1
2080,417,1
2080,112,-1
2080,105,-1
2080,415,-1
2080,300,-1
2080,307,-1
2080,389,-1
2080,299,-1
2080,110,-1
2080,107,-1
2080,338,-1
6351,303,-1
6351,107,-1
6351,105,-1
6351,415,-1
6351,389,-1
6351,336,-1
6351,307,-1
6351,300,-1
6351,299,-1
6351,338,1
6351,112,-1
6351,417,-1
6351,110,-1
9701,389,1
9701,415,-1
9701,417,-1
9701,307,-1
9701,338,1
9701,300,-1
9701,303,-1
9701,336,-1
9701,112,-1
9701,299,-1
9701,105,-1
9701,110,-1
9701,107,-1
2640,338,1
2640,299,-1
2640,415,-1
2640,107,-1
2640,112,1
2640,110,-1
2640,389,1
2640,336,-1
2640,105,-1
2640,417,-1
2640,303,-1
2640,307,-1
2640,300,-1
8689,300,-1
8689,107,-1
8689,338,-1
8689,110,-1
8689,303,-1
8689,112,-1
8689,417,-1
8689,415,-1
8689,299,-1
8689,389,1
8689,105,-1
8689,336,-1
8689,307,-1
11086,300,-1
11086,105,-1
11086,389,1
11086,417,-1
11086,415,-1
11086,112,-1
11086,307,-1
11086,338,-1
11086,303,-1
11086,110,-1
11086,299,-1
11086,336,-1
11086,107,-1
3756,415,-1
3756,303,-1
3756,107,-1
3756,417,-1
3756,299,-1
3756,105,-1
3756,336,-1
3756,300,-1
3756,110,-1
3756,112,-1
3756,307,-1
3756,338,1
3756,389,1
2441,307,-1
2441,300,-1
2441,338,1
2441,110,-1
2441,299,-1
2441,389,-1
2441,105,-1
2441,112,-1
2441,107,-1
2441,303,-1
2441,415,-1
2441,417,-1
2441,336,-1
11738,336,-1
11738,338,1
11738,300,-1
11738,299,-1
11738,110,-1
11738,415,-1
11738,303,-1
11738,389,-1
11738,105,-1
11738,417,-1
11738,107,-1
11738,112,-1
11738,307,-1
7328,105,-1
7328,338,-1
7328,112,-1
7328,417,-1
7328,307,-1
7328,415,-1
7328,303,-1
7328,389,-1
7328,300,-1
7328,107,-1
7328,299,-1
7328,110,1
7328,336,-1
2619,300,-1
2619,336,-1
2619,110,-1
2619,415,-1
2619,389,1
2619,112,-1
2619,338,1
2619,417,1
2619,107,-1
2619,105,-1
2619,303,-1
2619,307,-1
2619,299,-1
11214,105,-1
11214,300,-1
11214,389,-1
11214,338,1
11214,303,-1
11214,415,-1
11214,112,-1
11214,417,-1
11214,107,-1
11214,299,-1
11214,110,-1
11214,307,-1
11214,336,-1
3118,303,-1
3118,105,-1
3118,389,-1
3118,110,-1
3118,299,-1
3118,107,-1
3118,307,-1
3118,112,-1
3118,336,-1
3118,300,-1
3118,338,1
3118,417,-1
3118,415,-1
7306,307,-1
7306,415,-1
7306,336,-1
7306,299,-1
7306,417,-1
7306,300,-1
7306,303,-1
7306,105,-1
7306,112,-1
7306,389,1
7306,338,1
7306,110,-1
7306,107,-1
2641,338,1
2641,307,-1
2641,112,-1
2641,110,-1
2641,415,-1
2641,105,-1
2641,299,-1
2641,417,1
2641,107,-1
2641,300,-1
2641,389,-1
2641,336,-1
2641,303,-1
4499,389,-1
4499,303,-1
4499,110,-1
4499,417,-1
4499,415,-1
4499,307,-1
4499,299,-1
4499,300,-1
4499,105,-1
4499,338,1
4499,112,-1
4499,336,-1
4499,107,-1
10682,107,-1
10682,415,-1
10682,300,-1
10682,112,-1
10682,338,1
10682,299,-1
10682,389,-1
10682,417,-1
10682,336,-1
10682,105,-1
10682,110,-1
10682,303,-1
10682,307,-1
10030,112,-1
10030,303,-1
10030,417,-1
10030,107,-1
10030,307,-1
10030,110,-1
10030,105,-1
10030,299,-1
10030,336,-1
10030,338,-1
10030,415,-1
10030,300,-1
10030,389,1
7018,299,-1
7018,415,-1
7018,300,-1
7018,105,-1
7018,389,-1
7018,336,-1
7018,303,-1
7018,338,-1
7018,112,-1
7018,107,-1
7018,417,1
7018,307,-1
7018,110,-1
9854,112,-1
9854,338,-1
9854,307,-1
9854,417,-1
9854,299,-1
9854,389,1
9854,107,-1
9854,105,-1
9854,303,-1
9854,336,-1
9854,110,-1
9854,415,1
9854,300,-1
6401,110,-1
6401,105,-1
6401,415,-1
6401,300,-1
6401,338,1
6401,417,-1
6401,299,-1
6401,303,-1
6401,389,-1
6401,307,-1
6401,112,-1
6401,336,-1
6401,107,-1
3074,299,-1
3074,389,-1
3074,303,-1
3074,336,-1
3074,307,-1
3074,417,-1
3074,338,1
3074,110,-1
3074,112,-1
3074,415,-1
3074,105,-1
3074,107,-1
3074,300,-1
2704,300,-1
2704,338,1
2704,389,-1
2704,307,-1
2704,299,-1
2704,303,-1
2704,336,-1
2704,112,-1
2704,105,-1
2704,415,-1
2704,107,-1
2704,417,-1
2704,110,-1
2360,107,-1
2360,389,1
2360,338,-1
2360,299,-1
2360,303,-1
2360,307,-1
2360,105,-1
2360,415,-1
2360,300,-1
2360,417,-1
2360,112,-1
2360,336,-1
2360,110,-1
6080,338,1
6080,110,-1
6080,107,-1
6080,389,-1
6080,112,-1
6080,105,-1
6080,307,-1
6080,300,-1
6080,417,-1
6080,299,-1
6080,336,-1
6080,415,-1
6080,303,-1
6210,415,-1
6210,336,1
6210,389,-1
6210,300,-1
6210,299,-1
6210,303,-1
6210,110,-1
6210,105,-1
6210,417,-1
6210,338,-1
6210,107,-1
6210,307,-1
6210,112,-1
6808,338,-1
6808,112,1
6808,105,-1
6808,417,-1
6808,110,-1
6808,299,1
6808,415,-1
6808,303,-1
6808,389,-1
6808,107,-1
6808,307,-1
6808,300,-1
6808,336,-1
2361,338,-1
2361,415,1
2361,300,-1
2361,303,-1
2361,105,-1
2361,336,-1
2361,107,-1
2361,112,-1
2361,417,-1
2361,389,-1
2361,307,-1
2361,299,-1
2361,110,-1
2445,417,-1
2445,389,-1
2445,415,-1
2445,300,-1
2445,112,-1
2445,110,-1
2445,299,-1
2445,105,-1
2445,107,-1
2445,338,1
2445,307,-1
2445,303,-1
2445,336,-1
7519,303,-1
7519,299,-1
7519,338,1
7519,107,-1
7519,389,1
7519,112,-1
7519,307,-1
7519,415,-1
7519,105,-1
7519,300,-1
7519,417,-1
7519,110,-1
7519,336,-1
12088,417,-1
12088,300,-1
12088,307,-1
12088,105,-1
12088,338,1
12088,107,-1
12088,389,1
12088,303,-1
12088,110,-1
12088,299,-1
12088,336,-1
12088,415,-1
12088,112,-1
3479,107,-1
3479,110,-1
3479,303,-1
3479,417,-1
3479,336,-1
3479,300,-1
3479,415,-1
3479,105,-1
3479,389,-1
3479,338,1
3479,307,-1
3479,299,-1
3479,112,-1
10974,336,-1
10974,299,-1
10974,417,-1
10974,303,-1
10974,105,-1
10974,389,1
10974,338,1
10974,112,-1
10974,107,-1
10974,415,-1
10974,307,-1
10974,300,-1
10974,110,-1
2879,336,-1
2879,338,1
2879,303,-1
2879,112,-1
2879,110,-1
2879,105,-1
2879,299,-1
2879,415,-1
2879,389,-1
2879,417,-1
2879,107,-1
2879,300,-1
2879,307,-1
11037,107,-1
11037,336,-1
11037,417,-1
11037,303,-1
11037,389,-1
11037,307,-1
11037,300,-1
11037,112,-1
11037,110,-1
11037,105,-1
11037,299,-1
11037,415,-1
11037,338,1
4535,307,-1
4535,415,-1
4535,389,1
4535,303,-1
4535,417,-1
4535,107,-1
4535,299,-1
4535,105,-1
4535,112,-1
4535,110,-1
4535,338,-1
4535,300,-1
4535,336,-1
2036,300,-1
2036,336,-1
2036,307,-1
2036,415,-1
2036,389,1
2036,417,-1
2036,112,-1
2036,110,-1
2036,303,-1
2036,338,1
2036,107,-1
2036,105,-1
2036,299,-1
6503,307,-1
6503,299,-1
6503,303,-1
6503,107,-1
6503,300,-1
6503,110,-1
6503,415,-1
6503,105,-1
6503,112,-1
6503,417,-1
6503,389,-1
6503,338,-1
6503,336,1
5281,307,-1
5281,299,-1
5281,417,-1
5281,415,-1
5281,105,-1
5281,303,-1
5281,300,-1
5281,112,-1
5281,389,-1
5281,107,-1
5281,336,-1
5281,338,1
5281,110,-1
6983,307,-1
6983,303,-1
6983,389,-1
6983,112,-1
6983,105,-1
6983,336,-1
6983,338,1
6983,110,-1
6983,107,-1
6983,417,-1
6983,300,-1
6983,299,-1
6983,415,-1
9077,338,-1
9077,110,-1
9077,105,-1
9077,303,-1
9077,336,1
9077,299,-1
9077,107,-1
9077,415,1
9077,300,-1
9077,389,-1
9077,417,-1
9077,112,-1
9077,307,-1
10688,300,-1
10688,338,-1
10688,299,-1
10688,307,-1
10688,336,-1
10688,415,1
10688,105,-1
10688,107,-1
10688,389,-1
10688,417,-1
10688,112,-1
10688,110,-1
10688,303,-1
6085,107,-1
6085,336,-1
6085,307,-1
6085,389,1
6085,105,-1
6085,300,-1
6085,299,-1
6085,112,-1
6085,303,-1
6085,417,-1
6085,338,1
6085,415,-1
6085,110,-1
11720,307,-1
11720,112,-1
11720,110,-1
11720,299,-1
11720,105,-1
11720,303,-1
11720,338,1
11720,389,-1
11720,417,-1
11720,300,-1
11720,107,-1
11720,336,-1
11720,415,-1
3463,105,-1
3463,299,-1
3463,415,-1
3463,300,-1
3463,112,-1
3463,417,-1
3463,107,-1
3463,389,1
3463,336,-1
3463,110,-1
3463,338,1
3463,307,-1
3463,303,-1
3404,303,-1
3404,300,-1
3404,417,-1
3404,105,-1
3404,307,-1
3404,112,-1
3404,107,-1
3404,389,1
3404,110,-1
3404,338,-1
3404,299,-1
3404,415,-1
3404,336,-1
7176,307,-1
7176,112,-1
7176,303,-1
7176,110,-1
7176,415,-1
7176,299,-1
7176,389,-1
7176,338,1
7176,107,-1
7176,300,-1
7176,417,-1
7176,336,-1
7176,105,-1
7404,299,-1
7404,112,-1
7404,307,-1
7404,107,-1
7404,303,-1
7404,417,1
7404,105,-1
7404,389,1
7404,415,-1
7404,336,-1
7404,110,-1
7404,300,-1
7404,338,1
6990,338,1
6990,105,-1
6990,307,-1
6990,110,-1
6990,389,1
6990,336,-1
6990,300,-1
6990,417,-1
6990,415,1
6990,303,-1
6990,107,-1
6990,299,-1
6990,112,-1
4895,112,1
4895,338,1
4895,336,-1
4895,110,-1
4895,300,-1
4895,307,-1
4895,299,-1
4895,417,-1
4895,415,-1
4895,105,-1
4895,303,-1
4895,389,-1
4895,107,-1
11742,110,-1
11742,338,1
11742,105,-1
11742,107,-1
11742,307,-1
11742,303,-1
11742,112,-1
11742,417,1
11742,299,-1
11742,415,-1
11742,389,-1
11742,300,-1
11742,336,-1
3486,415,-1
3486,110,-1
3486,338,1
3486,107,-1
3486,300,-1
3486,112,-1
3486,389,-1
3486,105,-1
3486,299,-1
3486,303,-1
3486,307,-1
3486,417,-1
3486,336,-1
7335,417,1
7335,300,-1
7335,110,-1
7335,338,1
7335,105,-1
7335,336,-1
7335,112,-1
7335,299,-1
7335,107,-1
7335,389,-1
7335,303,-1
7335,307,-1
7335,415,-1
3085,303,-1
3085,336,-1
3085,415,-1
3085,105,-1
3085,112,-1
3085,307,-1
3085,389,-1
3085,107,-1
3085,300,-1
3085,110,-1
3085,417,-1
3085,338,1
3085,299,-1
6520,112,-1
6520,300,-1
6520,336,-1
6520,338,1
6520,389,-1
6520,415,-1
6520,417,-1
6520,110,-1
6520,307,-1
6520,107,-1
6520,299,-1
6520,105,-1
6520,303,-1
6738,336,-1
6738,307,-1
6738,299,-1
6738,107,-1
6738,415,-1
6738,338,1
6738,112,-1
6738,389,-1
6738,417,-1
6738,110,-1
6738,303,-1
6738,105,-1
6738,300,-1
11960,299,-1
11960,303,-1
11960,300,-1
11960,415,1
11960,417,-1
11960,307,-1
11960,105,-1
11960,338,-1
11960,107,-1
11960,110,-1
11960,336,-1
11960,112,-1
11960,389,1
6109,415,-1
6109,336,-1
6109,299,-1
6109,107,-1
6109,105,-1
6109,110,-1
6109,389,-1
6109,417,-1
6109,303,-1
6109,112,1
6109,300,-1
6109,307,-1
6109,338,1
2225,112,-1
2225,303,-1
2225,336,-1
2225,307,-1
2225,299,-1
2225,415,-1
2225,338,-1
2225,105,-1
2225,417,1
2225,300,-1
2225,107,-1
2225,389,-1
2225,110,-1
10985,299,-1
10985,112,-1
10985,338,-1
10985,303,-1
10985,389,-1
10985,417,-1
10985,105,-1
10985,107,-1
10985,336,1
10985,415,-1
10985,307,-1
10985,110,-1
10985,300,-1
12741,417,-1
12741,338,1
12741,107,-1
12741,307,-1
12741,299,1
12741,415,-1
12741,336,-1
12741,105,-1
12741,303,-1
12741,112,-1
12741,110,-1
12741,300,-1
12741,389,-1
7636,299,-1
7636,415,-1
7636,303,-1
7636,300,-1
7636,307,-1
7636,112,-1
7636,110,-1
7636,417,1
7636,389,1
7636,107,-1
7636,336,-1
7636,338,-1
7636,105,-1
4898,307,-1
4898,303,-1
4898,336,-1
4898,338,-1
4898,105,-1
4898,110,-1
4898,389,1
4898,417,-1
4898,107,-1
4898,415,-1
4898,300,-1
4898,112,-1
4898,299,-1
11115,300,-1
11115,417,-1
11115,303,-1
11115,415,1
11115,112,-1
11115,336,-1
11115,105,-1
11115,110,-1
11115,107,-1
11115,299,-1
11115,338,-1
11115,307,-1
11115,389,-1
7337,415,-1
7337,299,-1
7337,338,-1
7337,307,-1
7337,336,-1
7337,303,-1
7337,389,1
7337,112,-1
7337,110,-1
7337,105,-1
7337,107,-1
7337,417,-1
7337,300,-1
9806,300,-1
9806,303,-1
9806,417,-1
9806,336,-1
9806,110,-1
9806,307,-1
9806,105,-1
9806,415,-1
9806,389,-1
9806,107,-1
9806,338,1
9806,112,-1
9806,299,-1
7315,112,-1
7315,300,-1
7315,415,-1
7315,417,-1
7315,338,1
7315,389,1
7315,307,-1
7315,105,-1
7315,107,-1
7315,299,-1
7315,303,-1
7315,110,-1
7315,336,-1
5424,336,-1
5424,107,-1
5424,338,-1
5424,417,-1
5424,307,-1
5424,389,-1
5424,415,1
5424,299,-1
5424,105,-1
5424,110,-1
5424,303,-1
5424,300,-1
5424,112,-1
8122,300,-1
8122,338,1
8122,105,-1
8122,417,-1
8122,110,-1
8122,307,-1
8122,415,-1
8122,336,-1
8122,107,-1
8122,389,-1
8122,112,-1
8122,303,-1
8122,299,-1
3288,300,-1
3288,389,-1
3288,303,-1
3288,299,-1
3288,336,-1
3288,105,-1
3288,338,1
3288,417,-1
3288,307,-1
3288,415,-1
3288,107,-1
3288,110,-1
3288,112,-1
6740,105,-1
6740,303,-1
6740,299,-1
6740,110,-1
6740,389,-1
6740,112,-1
6740,415,-1
6740,336,-1
6740,300,-1
6740,307,-1
6740,338,1
6740,107,-1
6740,417,-1
6111,110,-1
6111,417,-1
6111,336,-1
6111,389,1
6111,112,-1
6111,303,-1
6111,105,-1
6111,415,1
6111,107,-1
6111,300,-1
6111,307,-1
6111,299,-1
6111,338,1
7857,105,-1
7857,300,-1
7857,112,-1
7857,417,-1
7857,389,-1
7857,107,-1
7857,415,1
7857,299,-1
7857,338,-1
7857,336,-1
7857,307,-1
7857,110,-1
7857,303,-1
6529,110,-1
6529,415,-1
6529,389,-1
6529,299,-1
6529,300,-1
6529,303,-1
6529,417,-1
6529,105,-1
6529,336,-1
6529,107,-1
6529,112,-1
